City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Manowa,SL,8.1667,-10.75,72.86,100,100,1.5,overcast clouds
701,Abidjan,CI,5.3094,-4.0197,78.76,94,20,7.34,light rain
702,Quatre Cocos,MU,-20.2078,57.7625,76.08,80,52,17.98,broken clouds
703,Sept-Iles,CA,50.2001,-66.3821,47.05,87,75,1.01,broken clouds
704,Porto Tolle,IT,44.9497,12.3245,66.22,81,98,4.03,overcast clouds
705,Mazurivka,UA,49.2745,24.2123,58.93,95,15,6.13,few clouds
706,Guasdualito,VE,7.2424,-70.7324,70.45,97,100,3.0,overcast clouds
707,Srikakulam,IN,18.3,83.9,93.54,52,61,11.61,broken clouds
708,Aden,YE,12.7794,45.0367,87.42,77,47,6.08,scattered clouds
709,Khargone,IN,21.8167,75.6,87.85,56,86,6.76,overcast clouds
